iter	Passed	Remaining
1663	40177	8112
1664	40207	8089
1665	40237	8066
1666	40257	8041
1667	40289	8019
1668	40321	7996
1669	40353	7974
1670	40386	7951
1671	40417	7928
1672	40449	7906
1673	40484	7884
1674	40515	7861
1675	40544	7838
1676	40574	7814
1677	40599	7790
1678	40629	7767
1679	40660	7744
1680	40691	7721
1681	40726	7699
1682	40759	7677
1683	40791	7654
1684	40823	7631
1685	40853	7608
1686	40885	7585
1687	40916	7562
1688	40953	7540
1689	40984	7517
1690	41016	7495
1691	41047	7471
1692	41078	7448
1693	41108	7425
1694	41138	7402
1695	41172	7379
1696	41203	7356
1697	41234	7333
1698	41264	7310
1699	41294	7287
1700	41325	7264
1701	41356	7241
1702	41391	7218
1703	41421	7195
1704	41452	7172
1705	41483	7148
1706	41513	7125
1707	41545	7102
1708	41577	7079
1709	41608	7056
1710	41645	7034
1711	41676	7011
1712	41707	6987
1713	41737	6964
1714	41769	6941
1715	41797	6917
1716	41811	6891
1717	41844	6868
1718	41878	6845
1719	41910	6822
1720	41940	6799
1721	41972	6776
1722	42010	6753
1723	42047	6731
1724	42086	6709
1725	42123	6687
1726	42161	6664
1727	42205	6643
1728	42259	6623
1729	42305	6602
1730	42341	6579
1731	42373	6556
1732	42404	6533
1733	42436	6509
1734	42467	6486
1735	42501	6463
1736	42538	6440
1737	42569	6417
1738	42599	6393
1739	42631	6370
1740	42662	6346
1741	42693	6323
1742	42727	6300
1743	42758	6276
1744	42788	6252
1745	42804	6226
1746	42834	6203
1747	42864	6179
1748	42895	6155
1749	42926	6132
1750	42959	6108
1751	42992	6085
1752	43022	6061
1753	43062	6039
1754	43092	6015
1755	43122	5991
1756	43152	5968
1757	43185	5944
1758	43216	5921
1759	43228	5894
1760	43243	5868
1761	43276	5845
1762	43296	5820
1763	43332	5797
1764	43364	5773
1765	43399	5750
1766	43433	5727
1767	43450	5701
1768	43498	5680
1769	43512	5654
1770	43546	5630
1771	43577	5606
1772	43609	5583
1773	43648	5560
1774	43687	5537
1775	43717	5513
1776	43754	5490
1777	43788	5467
1778	43827	5444
1779	43865	5421
1780	43902	5398
1781	43941	5375
1782	43983	5353
1783	44024	5330
1784	44061	5307
1785	44087	5282
1786	44118	5258
1787	44151	5234
1788	44184	5211
1789	44217	5187
1790	44259	5164
1791	44307	5142
1792	44339	5119
1793	44361	5093
1794	44394	5070
1795	44426	5046
1796	44462	5022
1797	44500	4999
1798	44540	4976
1799	44581	4953
1800	44614	4929
1801	44653	4906
1802	44685	4882
1803	44719	4858
1804	44752	4834
1805	44786	4810
1806	44817	4786
1807	44850	4762
1808	44883	4738
1809	44917	4715
1810	44950	4691
1811	44985	4667
1812	45021	4643
1813	45038	4618
1814	45068	4593
1815	45106	4570
1816	45137	4546
1817	45158	4520
1818	45179	4495
1819	45214	4471
1820	45246	4447
1821	45275	4423
1822	45299	4398
1823	45335	4374
1824	45367	4350
1825	45398	4326
1826	45430	4301
1827	45461	4277
1828	45472	4251
1829	45502	4226
1830	45534	4202
1831	45566	4178
1832	45595	4154
1833	45628	4129
1834	45660	4105
1835	45692	4081
1836	45722	4057
1837	45754	4032
1838	45786	4008
1839	45818	3984
1840	45850	3959
1841	45880	3935
1842	45911	3911
1843	45941	3886
1844	45976	3862
1845	46008	3838
1846	46039	3813
1847	46069	3789
1848	46099	3764
1849	46128	3740
1850	46159	3715
1851	46192	3691
1852	46224	3667
1853	46254	3642
1854	46285	3618
1855	46301	3592
1856	46331	3567
1857	46362	3543
1858	46412	3520
1859	46442	3495
1860	46472	3471
1861	46503	3446
1862	46534	3421
1863	46564	3397
1864	46594	3372
1865	46629	3348
1866	46659	3323
1867	46675	3298
1868	46706	3273
1869	46738	3249
1870	46768	3224
1871	46798	3199
1872	46832	3175
1873	46863	3150
1874	46896	3126
1875	46931	3102
1876	46961	3077
1877	46991	3052
1878	47003	3026
1879	47035	3002
1880	47071	2977
1881	47104	2953
1882	47121	2927
1883	47152	2903
1884	47167	2877
1885	47199	2853
1886	47232	2828
1887	47263	2803
1888	47297	2779
1889	47329	2754
1890	47360	2729
1891	47391	2705
1892	47423	2680
1893	47454	2655
1894	47486	2631
1895	47519	2606
1896	47550	2581
1897	47581	2557
1898	47612	2532
1899	47643	2507
1900	47673	2482
1901	47707	2458
1902	47738	2433
1903	47768	2408
1904	47799	2383
1905	47829	2358
1906	47860	2334
1907	47874	2308
1908	47907	2283
1909	47937	2258
1910	47968	2233
1911	47979	2208
1912	48009	2183
1913	48040	2158
1914	48073	2133
1915	48108	2109
1916	48138	2084
1917	48168	2059
1918	48199	2034
1919	48229	2009
1920	48245	1984
1921	48275	1959
1922	48308	1934
1923	48340	1909
1924	48371	1884
1925	48402	1859
1926	48413	1834
1927	48442	1809
1928	48473	1784
1929	48503	1759
1930	48537	1734
1931	48568	1709
1932	48599	1684
1933	48630	1659
1934	48659	1634
1935	48692	1609
1936	48720	1584
1937	48752	1559
1938	48783	1534
1939	48827	1510
1940	48857	1485
1941	48888	1460
1942	48919	1435
1943	48949	1410
1944	48984	1385
1945	49014	1360
1946	49044	1335
1947	49074	1310
1948	49106	1284
1949	49135	1259
1950	49170	1234
1951	49203	1209
1952	49233	1184
1953	49264	1159
1954	49295	1134
1955	49325	1109
1956	49355	1084
1957	49391	1059
1958	49421	1034
1959	49452	1009
1960	49482	984
1961	49512	958
1962	49543	933
1963	49573	908
1964	49610	883
1965	49642	858
1966	49674	833
1967	49705	808
1968	49735	783
1969	49765	757
1970	49795	732
1971	49828	707
1972	49859	682
1973	49888	657
1974	49920	631
1975	49951	606
1976	49981	581
1977	50012	556
1978	50045	531
1979	50076	505
1980	50106	480
1981	50136	455
1982	50167	430
1983	50201	404
1984	50232	379
1985	50275	354
1986	50306	329
1987	50337	303
1988	50367	278
1989	50398	253
1990	50428	227
1991	50458	202
1992	50494	177
1993	50527	152
1994	50559	126
1995	50590	101
1996	50621	76
1997	50652	50
1998	50682	25
1999	50716	0
