iter	Logloss
1513	0.1403442861
1514	0.1402487358
1515	0.1401810559
1516	0.1400967263
1517	0.1399920451
1518	0.1399292997
1519	0.1398800694
1520	0.1397715878
1521	0.139631172
1522	0.1395635093
1523	0.1395169587
1524	0.1394969697
1525	0.1394430236
1526	0.1394051654
1527	0.1392742776
1528	0.1391785995
1529	0.1390619338
1530	0.1390161092
1531	0.1389672012
1532	0.1388872082
1533	0.1388499789
1534	0.1388279422
1535	0.1387725606
1536	0.1386746435
1537	0.1385730728
1538	0.1385351198
1539	0.1385047304
1540	0.1383712143
1541	0.1382829766
1542	0.1382052116
1543	0.138145783
1544	0.1380661561
1545	0.1379588519
1546	0.1378965449
1547	0.1377708999
1548	0.1377601935
1549	0.1377294763
1550	0.1376732105
1551	0.1375777623
1552	0.1375383963
1553	0.1374443033
1554	0.137401101
1555	0.1373689235
1556	0.1372428914
1557	0.137194046
1558	0.1370586538
1559	0.1370045598
1560	0.1368666477
1561	0.1368152741
1562	0.1368148899
1563	0.1367067203
1564	0.1366289487
1565	0.1364946025
1566	0.1363920804
1567	0.1363695862
1568	0.1362794599
1569	0.1362447081
1570	0.1361871978
1571	0.136111477
1572	0.1360735787
1573	0.1360403323
1574	0.1360241996
1575	0.135979362
1576	0.1359114206
1577	0.1358677579
1578	0.1358300547
1579	0.1357291312
1580	0.1355984063
1581	0.135518274
1582	0.1354657248
1583	0.1353784385
1584	0.1353228901
1585	0.1352415298
1586	0.1351914404
1587	0.135107305
1588	0.1350612325
1589	0.1350248901
1590	0.1350016751
1591	0.1348974983
1592	0.1347872144
1593	0.1346959802
1594	0.134649077
1595	0.134549055
1596	0.1345085658
1597	0.1344897519
1598	0.1344198892
1599	0.1343350262
1600	0.1342777444
1601	0.1342387156
1602	0.134153592
1603	0.1340635361
1604	0.1338896751
1605	0.1337440865
1606	0.1337043941
1607	0.1336313651
1608	0.1335287863
1609	0.1333809721
1610	0.133264489
1611	0.1331619979
1612	0.1331078217
1613	0.1330248611
1614	0.132899716
1615	0.1327811589
1616	0.1326510122
1617	0.1325521771
1618	0.1325310064
1619	0.132456845
1620	0.1323260776
1621	0.1322847154
1622	0.1321639588
1623	0.1320819772
1624	0.1320378156
1625	0.1319865564
1626	0.1319483665
1627	0.1319054473
1628	0.1318820973
1629	0.131874949
1630	0.1318229551
1631	0.131822856
1632	0.1317186693
1633	0.1316658465
1634	0.131619148
1635	0.1315273131
1636	0.1315062229
1637	0.1314571688
1638	0.1314273103
1639	0.1314230908
1640	0.1314047157
1641	0.131332053
1642	0.1313038495
1643	0.1312612588
1644	0.1311569094
1645	0.1310580424
1646	0.131034187
1647	0.130959208
1648	0.1308771312
1649	0.13083486
1650	0.130757998
1651	0.1307136564
1652	0.1305896894
1653	0.1305234174
1654	0.130456773
1655	0.1303932913
1656	0.1303268407
1657	0.1302020194
1658	0.1301518638
1659	0.1301428658
1660	0.1300546308
1661	0.1300045433
1662	0.1298794106
1663	0.1298459632
1664	0.1297423223
1665	0.1296829791
1666	0.129676186
1667	0.129627969
1668	0.1295746537
1669	0.1295267374
1670	0.1294642412
1671	0.1294150505
1672	0.1293542642
1673	0.1293233244
1674	0.1292769364
1675	0.1292440758
1676	0.1292231546
1677	0.1292027814
1678	0.1291517644
1679	0.1291155857
1680	0.1290653969
1681	0.1290004771
1682	0.1289494923
1683	0.1288668724
1684	0.128843653
1685	0.1288022643
1686	0.1286489338
1687	0.1286084312
1688	0.1285294073
1689	0.128448988
1690	0.1283557171
1691	0.1283019054
1692	0.1282132878
1693	0.1281652594
1694	0.1281443163
1695	0.1281071584
1696	0.1280703892
1697	0.128049782
1698	0.1280044957
1699	0.1279858113
1700	0.1278969433
1701	0.1278248706
1702	0.1277640686
1703	0.1277119558
1704	0.1276293731
1705	0.1275815862
1706	0.1274820272
1707	0.1273779556
1708	0.1272717192
1709	0.1271578293
1710	0.1270762145
1711	0.126997651
1712	0.126879518
1713	0.1268222063
1714	0.1267482189
1715	0.1265923824
1716	0.1265830056
1717	0.126541273
1718	0.126448142
1719	0.1263861449
1720	0.12635321
1721	0.1262722787
1722	0.1261917802
1723	0.1260856437
1724	0.1260289771
1725	0.1259984437
1726	0.1258714447
1727	0.1257864756
1728	0.125770346
1729	0.1257048475
1730	0.1256381521
1731	0.125558361
1732	0.1255351989
1733	0.1255140587
1734	0.1254552626
1735	0.1253376011
1736	0.1252523909
1737	0.1252020765
1738	0.1251598002
1739	0.1250822553
1740	0.125028198
1741	0.1249900222
1742	0.1249669658
1743	0.1249002685
1744	0.1248504124
1745	0.1248439177
1746	0.1246838979
1747	0.1246551398
1748	0.1246009376
1749	0.1245257321
1750	0.1244819229
1751	0.1244034061
1752	0.1243820871
1753	0.1243260936
1754	0.1242878237
1755	0.124226312
1756	0.1241749345
1757	0.1240771244
1758	0.1240014373
1759	0.1240007539
1760	0.123991432
1761	0.1239015034
1762	0.1238865515
1763	0.1238645218
1764	0.1238237997
1765	0.1237423211
1766	0.1236827508
1767	0.1236804978
1768	0.1236038063
1769	0.1235970068
1770	0.1235606581
1771	0.1235484399
1772	0.1235178796
1773	0.1234109141
1774	0.123351475
1775	0.1233409339
1776	0.1233020787
1777	0.1232783792
1778	0.1232230377
1779	0.1231912521
1780	0.1230902906
1781	0.1230747994
1782	0.1229910944
1783	0.1229691941
1784	0.1228979186
1785	0.1228789004
1786	0.1228509726
1787	0.1227680389
1788	0.1227207808
1789	0.1226855708
1790	0.1226192954
1791	0.1225412219
1792	0.1224225951
1793	0.1224019591
1794	0.1222938417
1795	0.1221999594
1796	0.1221528814
1797	0.1220510525
1798	0.1219552411
1799	0.1218507906
1800	0.1218033209
1801	0.1217360117
1802	0.1217103913
1803	0.1216734519
1804	0.1216515827
1805	0.1215575919
1806	0.1214837392
1807	0.1214402105
1808	0.1213635026
1809	0.1213066716
1810	0.1212624369
1811	0.1211645687
1812	0.121108588
1813	0.1211013796
1814	0.1210533554
1815	0.1210162075
1816	0.1209228637
1817	0.1209211343
1818	0.1209199202
1819	0.1208750076
1820	0.1208076042
1821	0.1206568106
1822	0.1206101707
1823	0.1205457751
1824	0.1204354525
1825	0.120385738
1826	0.1203302118
1827	0.1202050676
1828	0.120203253
1829	0.1201392087
1830	0.1200665316
1831	0.1199837878
1832	0.1199095968
1833	0.119814855
1834	0.1197264765
1835	0.1196564565
1836	0.119594967
1837	0.1195266585
1838	0.1194833244
1839	0.1194019059
1840	0.1193237605
1841	0.1192555957
1842	0.1191921338
1843	0.1191822835
1844	0.1191275777
1845	0.1190622902
1846	0.1189689493
1847	0.1189432834
1848	0.1188913787
1849	0.1188403698
1850	0.1187479076
1851	0.1187142464
1852	0.1186595096
1853	0.1186208518
1854	0.1185437572
1855	0.1185314596
1856	0.1184589596
1857	0.118331898
1858	0.1182655644
1859	0.1181924365
1860	0.1181767587
1861	0.1181260812
1862	0.1180443599
1863	0.1179872925
1864	0.117903775
1865	0.117787811
1866	0.1176938201
1867	0.1176770443
1868	0.117627674
1869	0.1175503341
1870	0.1175120981
1871	0.1174674709
1872	0.1173896242
1873	0.1173244514
1874	0.1172584546
1875	0.1171062138
1876	0.1170742849
1877	0.1170204056
1878	0.1170113712
1879	0.1169516602
1880	0.1169446696
1881	0.1169003605
1882	0.1168933425
1883	0.1168386402
1884	0.1168361728
1885	0.1167559806
1886	0.1166538269
1887	0.1166250603
1888	0.1165211082
1889	0.1164824408
1890	0.1164646466
1891	0.1163882835
1892	0.1162928035
1893	0.1162259238
1894	0.1161471291
1895	0.116082963
1896	0.1159955668
1897	0.1159893678
1898	0.1159496056
1899	0.1158916962
1900	0.1158265737
1901	0.1157589869
1902	0.1157393866
1903	0.1157302655
1904	0.1157173878
1905	0.1156194718
1906	0.1155379294
1907	0.1155373393
1908	0.1154970743
1909	0.115429097
1910	0.1153405917
1911	0.1153402792
1912	0.1152875418
1913	0.1152465967
1914	0.1151267563
1915	0.1150378139
1916	0.114982637
1917	0.1149437078
1918	0.1149135816
1919	0.1148389609
1920	0.1148379365
1921	0.114792886
1922	0.1147586959
1923	0.1146972744
1924	0.1146418372
1925	0.1146321897
1926	0.1146256796
1927	0.1145539838
1928	0.1144755393
1929	0.1144313689
1930	0.1143214127
1931	0.1142066688
1932	0.114162199
1933	0.1140987344
1934	0.1140308771
1935	0.1139334521
1936	0.1138448393
1937	0.1138385601
1938	0.1137573152
1939	0.1136537562
1940	0.1135966923
1941	0.1135568207
1942	0.1134778216
1943	0.1134601012
1944	0.1134245678
1945	0.1133288395
1946	0.1132401582
1947	0.1131611824
1948	0.1130491294
1949	0.1130153914
1950	0.1129449733
1951	0.1128534227
1952	0.1128140367
1953	0.1127608524
1954	0.1127065662
1955	0.1126824936
1956	0.1126034663
1957	0.1125425537
1958	0.1124511949
1959	0.1124060525
1960	0.1123925125
1961	0.1123771361
1962	0.1123265689
1963	0.1122540553
1964	0.112209658
1965	0.1121110991
1966	0.1120912513
1967	0.1120355925
1968	0.1119553571
1969	0.1118967545
1970	0.111805061
1971	0.1117141182
1972	0.1116310334
1973	0.1115970036
1974	0.1115423176
1975	0.1115071433
1976	0.1114055766
1977	0.1113722985
1978	0.111301417
1979	0.1112493055
1980	0.1111842484
1981	0.1111108893
1982	0.111043848
1983	0.110979219
1984	0.1109233408
1985	0.1108911406
1986	0.1107914724
1987	0.1107457239
1988	0.1106816776
1989	0.110662462
1990	0.1106032836
1991	0.1105820878
1992	0.1105785678
1993	0.1104879295
1994	0.1104349642
1995	0.1103435085
1996	0.110252821
1997	0.1102110203
1998	0.1101422053
1999	0.1100837067
