iter	Logloss
507	0.268399313
508	0.2681135927
509	0.2677759816
510	0.2675775836
511	0.2673586444
512	0.2670040588
513	0.2667451421
514	0.2664921499
515	0.2664079363
516	0.2660556704
517	0.2656623261
518	0.2652768791
519	0.2652549341
520	0.2650982569
521	0.2645881808
522	0.2643269671
523	0.2642210953
524	0.2638828184
525	0.2637891933
526	0.2635388757
527	0.2630719716
528	0.2627655091
529	0.262735626
530	0.2623828156
531	0.2621625834
532	0.2619911957
533	0.2617395286
534	0.2614980299
535	0.2612908892
536	0.2609578399
537	0.2607336004
538	0.260694861
539	0.2604096687
540	0.2601219514
541	0.2599994991
542	0.259861167
543	0.2595770444
544	0.2595119009
545	0.2591731036
546	0.2590916182
547	0.2588423495
548	0.2586569803
549	0.2584028397
550	0.2580293986
551	0.2577854817
552	0.2573690733
553	0.2572397688
554	0.257000309
555	0.256649492
556	0.2563981641
557	0.2561670392
558	0.2558493795
559	0.2556474074
560	0.2553672149
561	0.2550780242
562	0.2548719127
563	0.2545685082
564	0.2542754092
565	0.2542678462
566	0.2541616702
567	0.2539572594
568	0.2536410947
569	0.25339791
570	0.2531188651
571	0.2528414534
572	0.2527048892
573	0.2525384402
574	0.2522715371
575	0.252131445
576	0.251882179
577	0.251567042
578	0.2514243706
579	0.2512238477
580	0.2510310947
581	0.2506963287
582	0.2503144553
583	0.2501684505
584	0.2500969881
585	0.2499449523
586	0.2497954857
587	0.2496115672
588	0.2493478801
589	0.2490785505
590	0.2487363143
591	0.2484370423
592	0.2481637187
593	0.24798497
594	0.2476469923
595	0.2473742699
596	0.2469458401
597	0.2469398745
598	0.2466801454
599	0.2466340844
600	0.2465044775
601	0.2462880921
602	0.2460654097
603	0.2458172269
604	0.2455013582
605	0.2452695632
606	0.245010172
607	0.2447252781
608	0.2444657922
609	0.2442696499
610	0.2442315747
611	0.244163609
612	0.2439418533
613	0.2436691869
614	0.2433545732
615	0.2430466603
616	0.242823395
617	0.2425051383
618	0.2422252789
619	0.2420304191
620	0.2419506433
621	0.2416837588
622	0.2414869093
623	0.2413652167
624	0.2411164589
625	0.2411084685
626	0.2410188606
627	0.2407953919
628	0.2407409637
629	0.2406135943
630	0.2404035606
631	0.240209678
632	0.2401750759
633	0.2398869758
634	0.2397484269
635	0.2394960936
636	0.2393690793
637	0.2392317015
638	0.2388872475
639	0.238777168
640	0.238591207
641	0.2384800594
642	0.2383011218
643	0.2380568142
644	0.2378161769
645	0.2376809263
646	0.2374822561
647	0.2374383424
648	0.2372688076
649	0.2371157606
650	0.2367991479
651	0.2366925652
652	0.2363819634
653	0.2360737499
654	0.235969183
655	0.2358445674
656	0.235746147
657	0.2356136792
658	0.2354848766
659	0.2352859244
660	0.2350315482
661	0.2350277632
662	0.2347679001
663	0.2346598412
664	0.2344858979
665	0.2343275806
666	0.2340578585
667	0.2339363271
668	0.2338743707
669	0.2336491972
670	0.2336351525
671	0.2333763015
672	0.2331592212
673	0.2328794342
674	0.2327596153
675	0.2326200636
676	0.2324340229
677	0.2322592772
678	0.2321476718
679	0.232043283
680	0.2319737503
681	0.2317811167
682	0.2315373433
683	0.2313062195
684	0.2311791616
685	0.2310951024
686	0.230977909
687	0.2307193078
688	0.2305857981
689	0.230479079
690	0.2302516933
691	0.2298854472
692	0.2297669089
693	0.2294819592
694	0.2292025708
695	0.229033128
696	0.2287323938
697	0.2285144908
698	0.2283724431
699	0.2281753093
700	0.2281724519
701	0.2278792492
702	0.2278764274
703	0.2277119639
704	0.2275177108
705	0.2273291167
706	0.2271003962
707	0.2268125477
708	0.2265845214
709	0.2265172119
710	0.2263564505
711	0.2261757563
712	0.2259566328
713	0.2257170636
714	0.2255814359
715	0.2254674222
716	0.2253197282
717	0.2253171904
718	0.2249755459
719	0.2246491698
720	0.2244039046
721	0.2242448676
722	0.2239256151
723	0.2238293394
724	0.2236311768
725	0.2234362299
726	0.2234329479
727	0.2234208721
728	0.2231462775
729	0.2228062827
730	0.2225828932
731	0.222393092
732	0.2221919734
733	0.2221522809
734	0.2218142746
735	0.2217118381
736	0.2214473308
737	0.2214451678
738	0.2212396786
739	0.2210367548
740	0.2208492235
741	0.2206823661
742	0.2205045297
743	0.2203882361
744	0.2200627238
745	0.2198981445
746	0.2196983022
747	0.219494845
748	0.2193989437
749	0.2191125753
750	0.2188576958
751	0.2188558082
752	0.2187574622
753	0.2185834066
754	0.2184285394
755	0.2181770099
756	0.2180845106
757	0.2180167605
758	0.2177441289
759	0.2176261625
760	0.2173985888
761	0.2172295804
762	0.2170453448
763	0.2166929259
764	0.2165443754
765	0.2164961981
766	0.2163164533
767	0.2162933686
768	0.2161056514
769	0.2160316005
770	0.2157931829
771	0.2156472111
772	0.215513024
773	0.2152896668
774	0.2151627421
775	0.2150376084
776	0.2147717586
777	0.214600802
778	0.2145543019
779	0.2144212226
780	0.2142746656
781	0.214116118
782	0.2140334798
783	0.2137504981
784	0.2135311883
785	0.2133143561
786	0.2131930299
787	0.2131315371
788	0.213000294
789	0.2128756562
790	0.2126349846
791	0.2125634757
792	0.2124636191
793	0.2122562817
794	0.2121217453
795	0.2119251967
796	0.2117010871
797	0.2114714538
798	0.2113042175
799	0.2111549054
800	0.2111013039
801	0.2109264309
802	0.2107353342
803	0.2106910043
804	0.2104653119
805	0.2102847326
806	0.2101511602
807	0.2099228053
808	0.2097114216
809	0.2095049602
810	0.20943133
811	0.2093875919
812	0.2092871081
813	0.2091303664
814	0.2088884766
815	0.2088144426
816	0.2086213822
817	0.2084325544
818	0.2083520925
819	0.2083150605
820	0.2082494736
821	0.2080906927
822	0.2079260486
823	0.2077796835
824	0.2075695762
825	0.2074746565
826	0.2074434692
827	0.2071368462
828	0.2070246027
829	0.2069552747
830	0.2067832337
831	0.206580608
832	0.2064044962
833	0.2062608849
834	0.206060806
835	0.2058404447
836	0.2056896253
837	0.2054523513
838	0.205340004
839	0.205174318
840	0.2050190415
841	0.2048898878
842	0.2047840553
843	0.2045669261
844	0.2044245963
845	0.2042990052
846	0.2041900297
847	0.2041311743
848	0.2039974496
849	0.2038023204
850	0.2037476482
851	0.2036797157
852	0.203544396
853	0.2033804518
854	0.2033150496
855	0.2032681611
856	0.2031642711
857	0.2031015838
858	0.202936312
859	0.2026658781
860	0.2024985754
861	0.2022147092
862	0.2020453132
863	0.2018418212
864	0.2016918486
865	0.2014800043
866	0.2012092725
867	0.201087173
868	0.2008635658
869	0.2007743451
870	0.2005795799
871	0.2004358022
872	0.2001325294
873	0.2000739114
874	0.2000139048
875	0.1997967343
876	0.1997111793
877	0.1996060119
878	0.1995473213
879	0.1992300665
880	0.1991402961
881	0.1989712855
882	0.1987254147
883	0.1985434838
884	0.1984379663
885	0.1983685692
886	0.1981740566
887	0.1980318803
888	0.1978692175
889	0.1977705475
890	0.197588963
891	0.1973857571
892	0.1972516333
893	0.197131872
894	0.197063259
895	0.1970625795
896	0.1968877122
897	0.1968075522
898	0.1966169837
899	0.1964788675
900	0.1964349056
901	0.1962145176
902	0.1961776641
903	0.1960105865
904	0.1958943715
905	0.1957038716
906	0.1957032397
907	0.1955345021
908	0.1954705498
909	0.1954333831
910	0.1952869775
911	0.1950737458
912	0.1950268671
913	0.1948746166
914	0.1947662786
915	0.1945930029
916	0.1943913532
917	0.1942644681
918	0.1941690151
919	0.1940137642
920	0.1938739665
921	0.1936919159
922	0.1934971123
923	0.1934583335
924	0.1933515943
925	0.1932231748
926	0.1931949192
927	0.1930027665
928	0.1929272863
929	0.1927273373
930	0.1926384733
931	0.1924250482
932	0.1923748527
933	0.1921370787
934	0.1919953606
935	0.191936056
936	0.1917861874
937	0.1916499639
938	0.1915247376
939	0.1914524834
940	0.1913163239
941	0.1911109908
942	0.1909554258
943	0.190783745
944	0.1905397976
945	0.1903430251
946	0.1902804734
947	0.1900971571
948	0.1899890342
949	0.1898790652
950	0.1897373968
951	0.189648986
952	0.1894996186
953	0.1894987328
954	0.1893125478
955	0.1892812785
956	0.1891757769
957	0.1890906259
958	0.1889886092
959	0.1888883495
960	0.1887792462
961	0.1886125688
962	0.18848493
963	0.1883095239
964	0.1881875706
965	0.1881850743
966	0.1881846484
967	0.1880482993
968	0.1878371193
969	0.1877209041
970	0.1875999887
971	0.1875038357
972	0.187315288
973	0.187185348
974	0.1870450769
975	0.1868669981
976	0.1868625172
977	0.1868621208
978	0.1867399484
979	0.1865413326
980	0.1864279961
981	0.1864184124
982	0.1863849249
983	0.1862758217
984	0.18619677
985	0.1860671501
986	0.1860302571
987	0.1859726541
988	0.1857463766
989	0.1856315801
990	0.1855242835
991	0.1853280976
992	0.1851899756
993	0.185088127
994	0.1850287308
995	0.184967782
996	0.1848686745
997	0.184762644
998	0.184605321
999	0.1844658395
1000	0.1843294741
1001	0.1842183822
1002	0.1840397173
1003	0.1840059422
1004	0.1839510723
1005	0.1838838345
1006	0.183794305
1007	0.1836559528
1008	0.1835597239
1009	0.1835173645
1010	0.183400966
1011	0.1832722376
1012	0.1831216444
1013	0.1831207147
1014	0.1829493176
1015	0.1827974299
1016	0.1826659054
1017	0.1823976629
1018	0.182242443
1019	0.1821227935
1020	0.1820029595
1021	0.1818856665
1022	0.1818340265
1023	0.1817317411
1024	0.1816302206
1025	0.1815113498
1026	0.1813160001
1027	0.1812575155
1028	0.1811372155
1029	0.1809290034
1030	0.1808971267
1031	0.1807435433
1032	0.1806359657
1033	0.1805023279
1034	0.1804295576
1035	0.1803575197
1036	0.1801858519
1037	0.1800563915
1038	0.1799362994
1039	0.1798364418
1040	0.1798271825
1041	0.1797959023
1042	0.1797535193
1043	0.1797283038
1044	0.1796140072
1045	0.1796133878
1046	0.1795195005
1047	0.1794018233
1048	0.1792923216
1049	0.1791932593
1050	0.1790816152
1051	0.1790770297
1052	0.1789089847
1053	0.1788180393
1054	0.1786742433
1055	0.1785603053
1056	0.1784789483
1057	0.1783218351
1058	0.1782266706
1059	0.1781667966
1060	0.1779756268
1061	0.1778360256
1062	0.1778197908
1063	0.1777307995
1064	0.1776749053
1065	0.1776731168
1066	0.1776713327
1067	0.1776062143
1068	0.1774269162
1069	0.1773053338
1070	0.1772331936
1071	0.17708412
1072	0.1769934471
1073	0.1768545904
1074	0.1767142495
1075	0.1765865856
1076	0.1764732375
1077	0.1763208118
1078	0.1762271884
1079	0.1761588243
1080	0.1760917908
1081	0.1760034863
1082	0.1758721748
1083	0.1758283988
1084	0.1758266658
1085	0.1756909454
1086	0.1756581497
1087	0.1756366183
1088	0.1754205355
1089	0.1753196207
1090	0.1752043384
1091	0.1751229114
1092	0.1750947598
1093	0.1750618082
1094	0.1749137747
1095	0.1748488318
1096	0.1747705275
1097	0.1746363447
1098	0.1744997785
1099	0.17434746
1100	0.1742463613
1101	0.1741686076
1102	0.1741317824
1103	0.1741059747
1104	0.174012668
1105	0.1739946512
1106	0.1738855157
1107	0.1738123436
1108	0.1737522688
1109	0.1736952922
1110	0.1735588519
1111	0.1734961167
1112	0.1733445913
1113	0.1731681218
1114	0.17299534
1115	0.172965274
1116	0.1728480672
1117	0.1728168925
1118	0.1727107724
1119	0.1726244094
1120	0.172541912
1121	0.1724413791
1122	0.1723725356
1123	0.172217732
1124	0.172167947
1125	0.1720905249
1126	0.1719154801
1127	0.1717837614
1128	0.1716669517
1129	0.1715652314
1130	0.1714825352
1131	0.1714678024
1132	0.1713525888
1133	0.1711747677
1134	0.171045134
1135	0.1709742947
1136	0.1707417229
1137	0.170640885
1138	0.1704493952
1139	0.1703027164
1140	0.1702143071
1141	0.1699722564
1142	0.1698059526
1143	0.1697015106
1144	0.1696741647
1145	0.1696457584
1146	0.1695975173
1147	0.169538106
1148	0.1694737948
1149	0.1692798716
1150	0.1692603989
1151	0.1691299197
1152	0.1690341348
1153	0.1688717985
1154	0.1688144281
1155	0.1687590942
1156	0.1686241325
1157	0.168587588
1158	0.1685178135
1159	0.1684556484
1160	0.1683806487
1161	0.1682936163
1162	0.1681430026
1163	0.1680634593
1164	0.1679885834
1165	0.1678495232
1166	0.1678216469
1167	0.1676720752
1168	0.1675331424
1169	0.1674993287
1170	0.1673768701
1171	0.1672781818
1172	0.1671247244
1173	0.1669843317
1174	0.1669833385
1175	0.1669025707
1176	0.1667683947
1177	0.1667375197
1178	0.166563896
1179	0.1664453656
1180	0.166436811
1181	0.1663112014
1182	0.1663111036
1183	0.1662478315
1184	0.1662418825
1185	0.1661645348
1186	0.1660672864
1187	0.1659891097
1188	0.1659348682
1189	0.165910704
1190	0.1657129758
1191	0.1656897026
1192	0.1656005419
1193	0.1654556811
1194	0.1653170296
1195	0.1653142701
1196	0.1652537117
1197	0.1651707619
1198	0.1651326959
1199	0.1649480401
1200	0.1648362971
1201	0.1647241227
1202	0.1644961313
1203	0.1644135219
1204	0.1643690805
1205	0.164259107
1206	0.1641729659
1207	0.1640666961
1208	0.1639962091
1209	0.1639321689
1210	0.1638381023
1211	0.1637281539
1212	0.1637073104
1213	0.1636408033
1214	0.1635701269
1215	0.1634960814
1216	0.1634346554
1217	0.1633115175
1218	0.1632047847
1219	0.1631297421
1220	0.163079106
1221	0.1629702389
1222	0.1628963811
1223	0.1627300785
1224	0.1626656785
1225	0.1625833833
1226	0.1625165939
1227	0.1624342212
1228	0.162273773
1229	0.1621105084
1230	0.1620504047
1231	0.1619058855
1232	0.1618866911
1233	0.1618428975
1234	0.161796293
1235	0.1616868675
1236	0.1616236469
1237	0.1615136857
1238	0.1613475094
1239	0.1612299275
1240	0.1611265821
1241	0.1610015638
1242	0.160937634
1243	0.1608769969
1244	0.1607832558
1245	0.1607398066
1246	0.1606937567
1247	0.1605960485
1248	0.1605861552
1249	0.1605762814
1250	0.1604304148
1251	0.1602853649
1252	0.1601655609
1253	0.1601127044
1254	0.1600380672
1255	0.1599226807
1256	0.159921597
1257	0.159741675
1258	0.1596823779
1259	0.1595966784
1260	0.1595773307
1261	0.1595670087
1262	0.1595669427
1263	0.1594433893
1264	0.1593747239
1265	0.1593492085
1266	0.1593438448
1267	0.1592814961
1268	0.1592267178
1269	0.1591941851
1270	0.159100717
1271	0.1590602159
1272	0.1589727493
1273	0.1589066597
1274	0.1587964606
1275	0.1586863461
1276	0.1586680049
1277	0.1585012565
1278	0.1584491574
1279	0.1583484764
1280	0.1582936109
1281	0.1581721051
1282	0.1580777629
1283	0.1580117965
1284	0.1579308684
1285	0.15789324
1286	0.1578026529
1287	0.1575945183
1288	0.1575608819
1289	0.1574771664
1290	0.1574386919
1291	0.157350272
1292	0.1572404731
1293	0.1571698785
1294	0.1571532563
1295	0.1570925956
1296	0.1570634681
1297	0.1570629159
1298	0.1568656323
1299	0.1567508017
1300	0.1566760142
1301	0.1565390509
1302	0.1564628971
1303	0.1563902167
1304	0.1563334916
1305	0.1561146324
1306	0.1559803602
1307	0.1559376419
1308	0.155871619
1309	0.1558075633
1310	0.1556739815
1311	0.1555355284
1312	0.1554562936
1313	0.1553946788
1314	0.1552728886
1315	0.1552130292
1316	0.1550867686
1317	0.1550205996
1318	0.154960682
1319	0.1548862806
1320	0.15486413
1321	0.1548129264
1322	0.1546716158
1323	0.1545754302
1324	0.1544875947
1325	0.1543892898
1326	0.1542970719
1327	0.1541761235
1328	0.1541756016
1329	0.1540797014
1330	0.1540176967
1331	0.1539832898
1332	0.1539252074
1333	0.1538550486
1334	0.1537817996
1335	0.1537261395
1336	0.1536778676
1337	0.1536133066
1338	0.1536075337
1339	0.1534996538
1340	0.1534156794
1341	0.1533755611
1342	0.1533123461
1343	0.1531842592
1344	0.1530523947
1345	0.1529503228
1346	0.1528858021
1347	0.1528694335
1348	0.1527931157
1349	0.1527399896
1350	0.1527059502
1351	0.1525152234
1352	0.1524094147
1353	0.1523627941
1354	0.1523177098
1355	0.1522264089
1356	0.1521653255
1357	0.1519956677
1358	0.1518423551
1359	0.1517817599
1360	0.1516913477
1361	0.151691307
1362	0.1516036089
1363	0.151549812
1364	0.1515196491
1365	0.1514379276
1366	0.1513416764
1367	0.1512486398
1368	0.1511795567
1369	0.1510818577
1370	0.1510057869
1371	0.1508687782
1372	0.1508129039
1373	0.1507244517
1374	0.15054303
1375	0.150514236
1376	0.1504844547
1377	0.1504644796
1378	0.1502947787
1379	0.1502385422
1380	0.1501793336
1381	0.1500835028
1382	0.1499235767
1383	0.149807319
1384	0.1496922052
1385	0.1496236235
1386	0.1495482429
1387	0.1494715221
1388	0.1494089658
1389	0.1493570628
1390	0.1493342754
1391	0.1493092536
1392	0.149240522
1393	0.1492400523
1394	0.149139423
1395	0.1490997241
1396	0.1490667219
1397	0.1490298504
1398	0.1489554399
1399	0.1488108256
1400	0.1487560149
1401	0.1486414799
1402	0.1486414502
1403	0.1485673105
1404	0.1485273826
1405	0.148499117
1406	0.1484063589
1407	0.148353069
1408	0.148281008
1409	0.1481276338
1410	0.1481270459
1411	0.1480044505
1412	0.1478957254
1413	0.1477753017
1414	0.1475983248
1415	0.1475523658
1416	0.1474601338
1417	0.1473741163
1418	0.1473127336
1419	0.1472146623
1420	0.1471120148
1421	0.1470646081
1422	0.1468967252
1423	0.1468198304
1424	0.1467589116
1425	0.1466576246
1426	0.1465711539
1427	0.1464551985
1428	0.1464105042
1429	0.1463418119
1430	0.1463417861
1431	0.1463146002
1432	0.1462833511
1433	0.1462192355
1434	0.1461552991
1435	0.1460642314
1436	0.1459806306
1437	0.1459503143
1438	0.1459419873
1439	0.1458892086
1440	0.1458513356
1441	0.1457632948
1442	0.1456645841
1443	0.145613509
1444	0.1455169777
1445	0.1454132841
1446	0.1453652662
1447	0.1452256317
1448	0.1451124911
1449	0.1450435837
1450	0.1449474873
1451	0.1449301863
1452	0.1447895692
1453	0.144704365
1454	0.1446439404
1455	0.1445552576
1456	0.144482033
1457	0.1443269651
1458	0.1441961503
1459	0.1440828855
1460	0.1440567027
1461	0.1439746029
1462	0.1438910574
1463	0.1438370007
1464	0.1437371238
1465	0.1436278285
1466	0.1435724407
1467	0.1434431977
1468	0.1433392698
1469	0.1432659614
1470	0.1432137053
1471	0.143158945
1472	0.1430743326
1473	0.142961617
1474	0.1428677539
1475	0.1427957525
1476	0.1427585908
1477	0.1426323185
1478	0.1425520355
1479	0.1425040849
1480	0.142341521
1481	0.1422474929
1482	0.1421464139
1483	0.1421463919
1484	0.1420662979
1485	0.1420115597
1486	0.1419194999
1487	0.1418924688
1488	0.1418477946
1489	0.1416796271
1490	0.1415300153
1491	0.141401215
1492	0.1413308453
1493	0.1412512334
1494	0.1411899374
1495	0.1411182732
1496	0.1410830169
1497	0.1410324653
1498	0.1410320198
1499	0.140929515
1500	0.1409094767
1501	0.1408623408
1502	0.1408389382
1503	0.1407713315
1504	0.1407017485
1505	0.1406723577
1506	0.1406433654
1507	0.1405829648
1508	0.1405408395
1509	0.1404589773
1510	0.1403939129
1511	0.1403846419
1512	0.1403466055
